,player,year,g,mp,per,bpm,vorp,class
2255,Vic Law,2019-20,8.0,7.8,3.7,-9.6,-0.1,poor
2256,Jake Layman,2019-20,23.0,22.0,10.3,-3.7,-0.2,poor
2257,Nassir Little,2019-20,48.0,11.9,9.6,-3.5,-0.2,poor
2258,Kevon Looney,2019-20,20.0,13.1,9.4,-5.6,-0.2,poor
2259,Josh Magette,2019-20,8.0,4.8,5.1,-6.2,0.0,poor
2260,Kelan Martin,2019-20,31.0,16.0,9.2,-4.3,-0.3,poor
2261,Jalen McDaniels,2019-20,16.0,18.3,10.7,-3.3,-0.1,poor
2262,Alfonzo McKinnie,2019-20,40.0,14.8,8.7,-5.3,-0.5,poor
2263,Malcolm Miller,2019-20,28.0,5.8,6.7,-2.3,0.0,poor
2264,Adam Mokoka,2019-20,11.0,10.2,8.2,-4.1,-0.1,poor
2265,Juwan Morgan,2019-20,21.0,6.4,10.1,-3.2,0.0,poor
2266,Mychal Mulder,2019-20,7.0,29.1,7.8,-6.0,-0.2,poor
2267,Džanan Musa,2019-20,40.0,12.2,9.4,-4.4,-0.3,poor
2268,Jaylen Nowell,2019-20,15.0,10.1,10.5,-3.8,-0.1,poor
2269,Victor Oladipo,2019-20,19.0,27.8,11.3,-3.3,-0.2,poor
2270,Miye Oni,2019-20,10.0,10.9,9.7,-4.3,-0.1,poor
2271,Anžejs Pasečņiks,2019-20,27.0,16.2,11.3,-5.6,-0.4,poor
2272,Norvel Pelle,2019-20,24.0,9.7,10.5,-5.2,-0.2,poor
2273,Theo Pinson,2019-20,33.0,11.1,5.2,-7.0,-0.5,poor
2274,Vincent Poirier,2019-20,22.0,5.9,12.7,-3.8,-0.1,poor
2275,Andre Roberson,2019-20,7.0,12.4,5.4,-5.4,-0.1,poor
2276,Justin Robinson,2019-20,9.0,5.4,8.2,-5.7,0.0,poor
2277,Admiral Schofield,2019-20,33.0,11.2,6.1,-5.5,-0.3,poor
2278,Iman Shumpert,2019-20,13.0,18.5,5.3,-5.5,-0.2,poor
2279,Dennis Smith Jr.,2019-20,34.0,15.8,7.4,-6.1,-0.6,poor
2280,Zhaire Smith,2019-20,7.0,4.6,1.1,-9.8,-0.1,poor
2281,Edmond Sumner,2019-20,31.0,14.4,10.1,-2.9,-0.1,poor
2282,Caleb Swanigan,2019-20,27.0,10.7,7.6,-6.0,-0.3,poor
2283,Khyri Thomas,2019-20,8.0,7.6,3.1,-7.9,-0.1,poor
2284,Lance Thomas,2019-20,7.0,14.0,3.0,-8.2,-0.2,poor
2285,Juan Toscano-Anderson,2019-20,13.0,20.9,9.4,-3.6,-0.1,poor
2286,Rayjon Tucker,2019-20,20.0,8.1,9.7,-6.1,-0.2,poor
2287,Evan Turner,2019-20,19.0,13.2,6.8,-5.5,-0.2,poor
2288,Jarrod Uthoff,2019-20,7.0,7.6,8.8,-4.6,0.0,poor
2289,Jarred Vanderbilt,2019-20,11.0,4.2,7.6,-6.3,-0.1,poor
2290,Gabe Vincent,2019-20,9.0,9.2,1.2,-10.4,-0.2,poor
2291,Tyrone Wallace,2019-20,14.0,11.4,3.9,-8.7,-0.3,poor
2292,Tremont Waters,2019-20,11.0,10.8,4.3,-7.5,-0.2,poor
2293,Quinndary Weatherspoon,2019-20,11.0,7.1,3.2,-7.4,-0.1,poor
2294,Nigel Williams-Goss,2019-20,10.0,5.0,8.1,-3.9,0.0,poor
2295,D.J. Wilson,2019-20,37.0,9.8,8.2,-4.0,-0.2,poor
2296,Justise Winslow,2019-20,11.0,32.0,8.5,-3.6,-0.1,poor
2297,Ty-Shon Alexander,2020-21,15.0,3.1,4.2,-6.5,-0.1,poor
2298,Al-Farouq Aminu,2020-21,23.0,18.9,8.9,-3.8,-0.2,poor
2299,Kostas Antetokounmpo,2020-21,15.0,3.7,0.0,-12.6,-0.1,poor
2300,Udoka Azubuike,2020-21,15.0,3.8,10.3,-3.8,0.0,poor
2301,Tyler Bey,2020-21,18.0,3.9,5.9,-9.5,-0.1,poor
2302,Keljin Blevins,2020-21,17.0,4.4,-0.9,-10.7,-0.2,poor
2303,Bol Bol,2020-21,32.0,5.0,9.4,-4.1,-0.1,poor
2304,Jordan Bone,2020-21,14.0,14.0,8.9,-4.2,-0.1,poor
2305,Isaac Bonga,2020-21,40.0,10.8,4.0,-5.8,-0.4,poor
2306,Avery Bradley,2020-21,27.0,22.3,6.3,-5.4,-0.5,poor
2307,Ignas Brazdeikis,2020-21,13.0,19.2,9.5,-5.3,-0.2,poor
2308,Armoni Brooks,2020-21,20.0,26.0,10.4,-3.2,-0.2,poor
2309,Charlie Brown Jr.,2020-21,9.0,16.9,4.1,-8.7,-0.3,poor
2310,Troy Brown Jr.,2020-21,34.0,15.4,8.5,-4.0,-0.3,poor
2311,Devin Cannady,2020-21,8.0,9.3,11.2,-3.1,0.0,poor
2312,Vernon Carey Jr.,2020-21,19.0,6.1,11.7,-6.1,-0.1,poor
2313,Michael Carter-Williams,2020-21,31.0,25.8,9.5,-4.8,-0.6,poor
2314,Gary Clark,2020-21,39.0,16.8,6.0,-4.9,-0.5,poor
2315,Jarrett Culver,2020-21,34.0,14.7,8.8,-5.6,-0.5,poor
2316,Nate Darling,2020-21,7.0,3.7,8.2,-4.0,0.0,poor
2317,Matthew Dellavedova,2020-21,13.0,17.2,7.3,-6.4,-0.3,poor
2318,Sekou Doumbouya,2020-21,56.0,15.5,6.9,-6.7,-1.0,poor
2319,Jared Dudley,2020-21,12.0,6.8,4.4,-3.5,0.0,poor
2320,Carsen Edwards,2020-21,31.0,8.9,10.2,-4.5,-0.2,poor
2321,CJ Elleby,2020-21,30.0,6.4,9.4,-4.9,-0.1,poor
2322,Terrance Ferguson,2020-21,13.0,3.8,-7.1,-14.3,-0.2,poor
2323,Bruno Fernando,2020-21,33.0,6.8,6.2,-6.5,-0.3,poor
2324,Markelle Fultz,2020-21,8.0,26.9,12.0,-4.4,-0.1,poor
2325,Wenyen Gabriel,2020-21,21.0,11.5,9.8,-3.3,-0.1,poor
2326,Josh Green,2020-21,39.0,11.4,8.8,-3.6,-0.2,poor
2327,Kyle Guy,2020-21,31.0,7.6,8.5,-5.8,-0.2,poor
2328,Josh Hall,2020-21,21.0,16.0,1.0,-11.9,-0.8,poor
2329,Maurice Harkless,2020-21,37.0,20.9,8.1,-3.7,-0.3,poor
2330,Shaquille Harrison,2020-21,34.0,9.8,6.8,-4.1,-0.2,poor
2331,Killian Hayes,2020-21,26.0,25.8,5.3,-7.2,-0.9,poor
2332,Nate Hinton,2020-21,21.0,4.4,10.4,-3.4,0.0,poor
2333,Rodney Hood,2020-21,55.0,17.1,5.6,-6.4,-1.0,poor
2334,Markus Howard,2020-21,37.0,5.5,6.4,-8.7,-0.3,poor
2335,Elijah Hughes,2020-21,18.0,3.6,8.4,-2.8,0.0,poor
2336,Chandler Hutchison,2020-21,25.0,13.8,6.8,-5.6,-0.3,poor
2337,Wes Iwundu,2020-21,41.0,13.1,4.3,-6.3,-0.6,poor
2338,Justin Jackson,2020-21,34.0,17.0,10.4,-3.5,-0.2,poor
2339,Justin James,2020-21,36.0,8.6,11.3,-4.3,-0.2,poor
2340,Mike James,2020-21,13.0,18.2,11.9,-4.4,-0.1,poor
2341,DaQuan Jeffries,2020-21,31.0,15.9,7.9,-4.7,-0.3,poor
2342,Isaiah Joe,2020-21,41.0,9.3,9.5,-3.0,-0.1,poor
2343,Tyler Johnson,2020-21,39.0,17.5,8.2,-3.4,-0.2,poor
2344,Mfiondu Kabengele,2020-21,39.0,7.2,9.5,-4.3,-0.2,poor
2345,Rodions Kurucs,2020-21,21.0,6.0,6.3,-4.6,-0.1,poor
2346,Anthony Lamb,2020-21,24.0,17.3,8.7,-6.1,-0.4,poor
2347,Romeo Langford,2020-21,18.0,15.7,5.1,-4.6,-0.2,poor
2348,T.J. Leaf,2020-21,7.0,5.0,11.2,-3.0,0.0,poor
2349,Karim Mané,2020-21,10.0,8.8,1.3,-9.9,-0.2,poor
2350,Nico Mannion,2020-21,30.0,12.1,9.3,-3.9,-0.2,poor
2351,Jeremiah Martin,2020-21,9.0,8.3,1.4,-9.5,-0.1,poor
2352,Dakota Mathias,2020-21,8.0,15.4,9.8,-2.6,0.0,poor
2353,Sean McDermott,2020-21,18.0,8.8,7.2,-4.3,-0.1,poor
2354,Nicolò Melli,2020-21,45.0,12.6,7.9,-3.5,-0.2,poor
2355,Adam Mokoka,2020-21,14.0,4.0,2.2,-9.3,-0.1,poor
2356,E'Twaun Moore,2020-21,27.0,14.4,10.4,-2.9,-0.1,poor
2357,Juwan Morgan,2020-21,29.0,5.1,8.5,-2.3,0.0,poor
2358,Frank Ntilikina,2020-21,33.0,9.8,7.7,-1.7,0.0,poor
2359,James Nunnally,2020-21,9.0,5.3,8.3,-2.7,0.0,poor
2360,KZ Okpala,2020-21,37.0,12.1,5.2,-7.1,-0.6,poor
2361,Daniel Oturu,2020-21,30.0,5.4,12.5,-5.2,-0.1,poor
2362,Norvel Pelle,2020-21,13.0,6.5,11.6,-2.6,0.0,poor
2363,Reggie Perry,2020-21,26.0,8.1,11.0,-6.7,-0.2,poor
2364,Vincent Poirier,2020-21,10.0,3.9,1.6,-14.8,-0.1,poor
2365,Aleksej Pokusevski,2020-21,45.0,24.2,6.1,-6.1,-1.1,poor
2366,Jontay Porter,2020-21,11.0,4.9,9.2,-6.5,-0.1,poor
2367,Jahmi'us Ramsey,2020-21,13.0,7.2,10.5,-4.5,-0.1,poor
2368,Chasson Randle,2020-21,41.0,20.4,7.4,-5.9,-0.8,poor
2369,Nick Richards,2020-21,18.0,3.5,5.5,-8.0,-0.1,poor
2370,Glenn Robinson III,2020-21,23.0,16.0,9.0,-4.0,-0.2,poor
2371,Jerome Robinson,2020-21,17.0,17.9,4.1,-7.0,-0.4,poor
2372,Justin Robinson,2020-21,9.0,9.8,6.0,-6.8,-0.1,poor
2373,Luka Šamanić,2020-21,33.0,9.3,9.8,-4.9,-0.2,poor
2374,JaKarr Sampson,2020-21,29.0,10.9,10.9,-7.5,-0.4,poor
2375,Chris Silva,2020-21,15.0,6.1,11.5,-5.5,-0.1,poor
2376,Deividas Sirvydis,2020-21,20.0,6.7,5.7,-5.4,-0.1,poor
2377,Alen Smailagić,2020-21,15.0,5.6,8.9,-5.3,-0.1,poor
2378,Jalen Smith,2020-21,27.0,5.8,8.4,-6.1,-0.2,poor
2379,Cassius Stanley,2020-21,24.0,3.9,5.5,-11.2,-0.2,poor
2380,Lamar Stevens,2020-21,40.0,12.5,10.5,-4.2,-0.3,poor
2381,Tyrell Terry,2020-21,11.0,5.1,6.0,-5.0,0.0,poor
2382,Brodric Thomas,2020-21,32.0,12.5,8.0,-4.4,-0.2,poor
2383,Matt Thomas,2020-21,45.0,7.2,9.1,-4.6,-0.2,poor
2384,Sindarius Thornwell,2020-21,21.0,10.3,6.6,-4.7,-0.2,poor
2385,Killian Tillie,2020-21,18.0,10.1,8.5,-3.7,-0.1,poor
2386,Anthony Tolliver,2020-21,11.0,9.0,4.0,-7.0,-0.1,poor
2387,Axel Toupane,2020-21,8.0,7.6,9.0,-3.0,0.0,poor
2388,Gabe Vincent,2020-21,50.0,13.1,7.6,-5.4,-0.6,poor
2389,Quinndary Weatherspoon,2020-21,20.0,6.1,9.6,-5.0,-0.1,poor
2390,Justise Winslow,2020-21,26.0,19.5,6.2,-6.0,-0.5,poor
2391,Cassius Winston,2020-21,22.0,4.5,10.8,-3.2,0.0,poor
2392,Robert Woodard II,2020-21,13.0,3.5,12.5,-5.3,0.0,poor
