,player,year,g,mp,per,bpm,vorp,class
775,Khris Middleton,2020-21,68.0,33.4,18.2,1.3,1.9,good
776,Paul Millsap,2020-21,56.0,20.8,16.4,1.0,0.9,good
777,Ja Morant,2020-21,63.0,32.6,16.7,-0.4,0.8,good
778,Marcus Morris,2020-21,57.0,26.4,14.5,0.0,0.8,good
779,Monte Morris,2020-21,47.0,25.4,14.0,-0.3,0.5,good
780,Dejounte Murray,2020-21,67.0,31.9,16.5,0.8,1.5,good
781,Jamal Murray,2020-21,48.0,35.5,18.3,2.0,1.7,good
782,Larry Nance Jr.,2020-21,35.0,31.2,13.2,0.4,0.7,good
783,Nerlens Noel,2020-21,64.0,24.2,14.8,1.4,1.3,good
784,Kendrick Nunn,2020-21,56.0,29.5,14.2,-0.5,0.6,good
785,Jusuf Nurkić,2020-21,37.0,23.8,20.5,2.5,1.0,good
786,Royce O'Neale,2020-21,71.0,31.6,9.9,1.0,1.7,good
787,Kelly Olynyk,2020-21,70.0,28.5,16.4,1.2,1.6,good
788,Cameron Payne,2020-21,60.0,18.0,17.4,3.1,1.4,good
789,Mason Plumlee,2020-21,56.0,26.8,18.7,2.2,1.6,good
790,Jakob Poeltl,2020-21,69.0,26.7,17.5,0.8,1.3,good
791,Bobby Portis,2020-21,66.0,20.8,19.9,1.5,1.2,good
792,Kristaps Porziņģis,2020-21,43.0,30.9,21.3,2.2,1.4,good
793,Dwight Powell,2020-21,58.0,16.7,16.8,0.6,0.6,good
794,Norman Powell,2020-21,69.0,32.0,16.2,0.4,1.3,good
795,Immanuel Quickley,2020-21,64.0,19.4,15.8,0.9,0.9,good
796,Naz Reid,2020-21,70.0,19.2,18.2,-0.2,0.6,good
797,Duncan Robinson,2020-21,72.0,31.4,11.0,-1.0,0.6,good
798,Mitchell Robinson,2020-21,31.0,27.5,17.7,1.2,0.7,good
799,Derrick Rose,2020-21,50.0,25.6,18.3,1.9,1.3,good
800,Terry Rozier,2020-21,69.0,34.5,17.1,1.6,2.2,good
801,D'Angelo Russell,2020-21,42.0,28.5,17.6,1.6,1.1,good
802,Dennis Schröder,2020-21,61.0,32.1,13.8,-1.2,0.4,good
803,Collin Sexton,2020-21,60.0,35.3,18.0,-0.2,1.0,good
804,Pascal Siakam,2020-21,56.0,35.8,17.7,0.8,1.4,good
805,Ben Simmons,2020-21,58.0,32.4,18.3,2.9,2.3,good
806,Marcus Smart,2020-21,48.0,32.9,13.8,-0.3,0.7,good
807,Daniel Theis,2020-21,65.0,24.6,15.0,0.0,0.8,good
808,Matisse Thybulle,2020-21,65.0,20.0,10.1,1.9,1.3,good
809,Juan Toscano-Anderson,2020-21,53.0,20.9,12.6,0.8,0.8,good
810,Myles Turner,2020-21,47.0,31.0,15.3,0.4,0.9,good
811,Jarred Vanderbilt,2020-21,64.0,17.8,16.2,-0.1,0.5,good
812,Fred VanVleet,2020-21,52.0,36.5,16.8,2.5,2.2,good
813,Kemba Walker,2020-21,43.0,31.8,17.7,2.1,1.4,good
814,John Wall,2020-21,40.0,32.2,15.4,-0.7,0.4,good
815,P.J. Washington,2020-21,64.0,30.5,13.4,-0.9,0.6,good
816,Derrick White,2020-21,36.0,29.6,15.0,1.3,0.9,good
817,Andrew Wiggins,2020-21,71.0,33.3,15.0,-0.4,1.0,good
818,Christian Wood,2020-21,41.0,32.3,20.0,1.4,1.1,good
819,Delon Wright,2020-21,63.0,27.7,16.3,2.2,1.8,good
820,Thaddeus Young,2020-21,68.0,24.3,20.3,3.3,2.2,good
821,Ivica Zubac,2020-21,72.0,22.3,19.1,1.0,1.2,good
822,Álex Abrines,2016-17,68.0,15.5,10.1,-1.6,0.1,average
823,Lavoy Allen,2016-17,61.0,14.3,11.6,-1.7,0.1,average
824,Al-Farouq Aminu,2016-17,61.0,29.1,11.3,-1.1,0.4,average
825,Justin Anderson,2016-17,75.0,16.4,13.9,-1.3,0.2,average
826,Matt Barnes,2016-17,74.0,24.0,10.3,-1.4,0.3,average
827,Aron Baynes,2016-17,75.0,15.5,13.1,-2.7,-0.2,average
828,Kent Bazemore,2016-17,73.0,26.9,11.5,-1.0,0.5,average
829,Marco Belinelli,2016-17,74.0,24.0,13.3,-1.1,0.4,average
830,Dāvis Bertāns,2016-17,67.0,12.1,12.9,1.3,0.7,average
831,Nemanja Bjelica,2016-17,65.0,18.3,11.0,-1.6,0.1,average
832,Tarik Black,2016-17,67.0,16.3,15.0,-3.2,-0.3,average
833,Bojan Bogdanović,2016-17,81.0,25.7,13.5,-2.2,-0.1,average
834,Willie Cauley-Stein,2016-17,75.0,18.9,16.3,-1.0,0.3,average
835,Marquese Chriss,2016-17,82.0,21.3,12.3,-2.2,-0.1,average
836,Ian Clark,2016-17,77.0,14.8,13.1,-1.5,0.1,average
837,Jordan Clarkson,2016-17,82.0,29.2,13.2,-2.5,-0.3,average
838,Allen Crabbe,2016-17,79.0,28.5,11.6,-1.3,0.4,average
839,Jamal Crawford,2016-17,82.0,26.3,12.0,-2.1,0.0,average
840,Dante Cunningham,2016-17,66.0,25.0,10.2,-1.6,0.2,average
841,Troy Daniels,2016-17,67.0,17.7,10.4,-1.8,0.0,average
842,Sam Dekker,2016-17,77.0,18.4,13.1,-0.2,0.6,average
843,Luol Deng,2016-17,56.0,26.5,10.1,-2.1,0.0,average
844,Spencer Dinwiddie,2016-17,59.0,22.6,12.7,-1.0,0.4,average
845,Jared Dudley,2016-17,64.0,21.3,10.6,-1.0,0.3,average
846,Mike Dunleavy,2016-17,53.0,15.9,10.1,-1.4,0.1,average
847,James Ennis III,2016-17,64.0,23.5,10.6,-1.2,0.3,average
848,Cristiano Felício,2016-17,66.0,15.8,15.3,-0.7,0.3,average
849,Raymond Felton,2016-17,80.0,21.3,10.9,-1.3,0.3,average
850,Yogi Ferrell,2016-17,46.0,26.0,13.1,-1.1,0.3,average
851,Langston Galloway,2016-17,74.0,20.2,10.4,-2.3,-0.1,average
852,Taj Gibson,2016-17,78.0,25.5,15.0,-1.5,0.2,average
853,Jerami Grant,2016-17,80.0,19.1,10.1,-1.3,0.3,average
854,Jerian Grant,2016-17,63.0,16.3,13.2,0.1,0.6,average
855,Justin Hamilton,2016-17,64.0,18.4,13.6,-0.8,0.4,average
856,Devin Harris,2016-17,65.0,16.7,13.8,-0.4,0.4,average
857,John Henson,2016-17,58.0,19.4,15.3,-1.6,0.1,average
858,Juancho Hernangómez,2016-17,62.0,13.6,13.4,-0.1,0.4,average
859,Buddy Hield,2016-17,82.0,23.0,11.8,-2.0,0.0,average
860,Justin Holiday,2016-17,82.0,20.0,12.7,-0.3,0.7,average
861,Rondae Hollis-Jefferson,2016-17,78.0,22.6,13.7,-1.3,0.3,average
862,Rodney Hood,2016-17,59.0,27.0,12.4,-0.9,0.4,average
863,Kris Humphries,2016-17,56.0,12.3,13.6,-2.0,0.0,average
864,Al Jefferson,2016-17,66.0,14.1,18.9,-1.4,0.1,average
865,Brandon Jennings,2016-17,81.0,22.2,12.1,-2.4,-0.2,average
866,Cory Joseph,2016-17,80.0,25.0,13.2,-1.3,0.4,average
867,Frank Kaminsky,2016-17,75.0,26.1,13.0,-1.2,0.4,average
868,Sean Kilpatrick,2016-17,70.0,25.1,13.1,-2.3,-0.1,average
869,Kosta Koufos,2016-17,71.0,20.0,13.8,-2.5,-0.2,average
870,Mindaugas Kuzminskas,2016-17,68.0,14.9,12.4,-1.9,0.0,average
871,Joffrey Lauvergne,2016-17,70.0,14.0,12.6,-2.2,-0.1,average
872,Alex Len,2016-17,77.0,20.3,15.0,-2.3,-0.1,average
873,Caris LeVert,2016-17,57.0,21.7,12.3,-1.1,0.3,average
874,Robin Lopez,2016-17,81.0,28.0,14.4,-2.2,-0.1,average
875,Luc Mbah a Moute,2016-17,80.0,22.3,10.2,-0.2,0.8,average
876,Doug McDermott,2016-17,66.0,22.8,10.7,-2.3,-0.1,average
877,Rodney McGruder,2016-17,78.0,25.2,9.1,-1.9,0.0,average
878,Salah Mejri,2016-17,73.0,12.4,14.8,-0.7,0.3,average
879,E'Twaun Moore,2016-17,73.0,24.9,12.1,-1.6,0.2,average
880,Shabazz Muhammad,2016-17,78.0,19.4,14.9,-2.4,-0.1,average
881,Jamal Murray,2016-17,82.0,21.5,11.9,-2.0,0.0,average
882,Jameer Nelson,2016-17,75.0,27.3,11.5,-2.0,0.0,average
883,Jahlil Okafor,2016-17,50.0,22.7,14.8,-2.5,-0.1,average
884,Tony Parker,2016-17,63.0,25.2,13.0,-2.6,-0.2,average
885,Patrick Patterson,2016-17,65.0,24.6,10.8,0.1,0.8,average
886,Bobby Portis,2016-17,64.0,15.6,14.9,-1.5,0.1,average
887,Norman Powell,2016-17,76.0,18.0,14.0,-0.5,0.5,average
888,Willie Reed,2016-17,71.0,14.5,17.1,-0.9,0.3,average
889,Josh Richardson,2016-17,53.0,30.5,10.7,-1.1,0.4,average
890,Austin Rivers,2016-17,74.0,27.8,11.4,-2.2,-0.1,average
891,Andre Roberson,2016-17,79.0,30.1,9.6,-1.0,0.6,average
892,Glenn Robinson III,2016-17,69.0,20.7,11.5,-0.3,0.6,average
893,Terry Rozier,2016-17,74.0,17.1,10.9,-1.4,0.2,average
894,Dario Šarić,2016-17,81.0,26.3,12.8,-2.3,-0.2,average
895,Marcus Smart,2016-17,79.0,30.4,12.0,-1.3,0.4,average
896,Jason Smith,2016-17,74.0,14.4,13.6,-1.8,0.1,average
897,Tony Snell,2016-17,80.0,29.2,9.7,-1.7,0.2,average
898,Garrett Temple,2016-17,65.0,26.6,11.2,-0.8,0.5,average
899,Jason Terry,2016-17,74.0,18.4,9.1,-0.9,0.4,average
900,Anthony Tolliver,2016-17,65.0,22.7,11.1,-1.0,0.4,average
901,Evan Turner,2016-17,65.0,25.5,11.4,-2.5,-0.2,average
902,Tyler Ulis,2016-17,61.0,18.4,13.0,-2.4,-0.1,average
903,Deron Williams,2016-17,64.0,25.9,14.0,-1.8,0.1,average
904,Álex Abrines,2017-18,75.0,15.1,9.0,-1.5,0.1,average
905,Carmelo Anthony,2017-18,78.0,32.1,12.7,-1.9,0.0,average
906,OG Anunoby,2017-18,74.0,20.0,10.0,-0.6,0.5,average
907,Bismack Biyombo,2017-18,82.0,18.2,14.1,-2.4,-0.2,average
908,Nemanja Bjelica,2017-18,67.0,20.5,12.6,0.1,0.7,average
909,Bogdan Bogdanović,2017-18,78.0,27.9,13.5,-1.5,0.3,average
910,Trevor Booker,2017-18,68.0,17.0,14.9,-0.6,0.4,average
911,Corey Brewer,2017-18,72.0,16.8,11.2,-1.3,0.2,average
912,Alec Burks,2017-18,64.0,16.5,13.1,-0.9,0.3,average
913,José Calderón,2017-18,57.0,16.0,11.3,-1.9,0.0,average
914,Vince Carter,2017-18,58.0,17.7,10.8,-1.2,0.2,average
915,Michael Carter-Williams,2017-18,52.0,16.1,10.8,-1.5,0.1,average
916,Tyson Chandler,2017-18,46.0,25.0,14.2,-1.4,0.2,average
917,Wilson Chandler,2017-18,74.0,31.7,10.9,-2.1,-0.1,average
918,Pat Connaughton,2017-18,82.0,18.1,9.3,-1.8,0.1,average
919,Jamal Crawford,2017-18,80.0,20.7,13.0,-2.3,-0.1,average
920,Dante Cunningham,2017-18,73.0,21.4,10.0,-1.7,0.1,average
921,Deyonta Davis,2017-18,62.0,15.2,16.6,-1.5,0.1,average
922,Ed Davis,2017-18,78.0,18.9,15.5,-0.6,0.5,average
923,Gorgui Dieng,2017-18,79.0,16.9,14.7,-1.0,0.3,average
924,James Ennis III,2017-18,72.0,22.3,11.6,-1.2,0.3,average
925,Raymond Felton,2017-18,82.0,16.6,13.0,-0.6,0.5,average
926,Yogi Ferrell,2017-18,82.0,27.8,11.4,-1.4,0.4,average
927,Tim Frazier,2017-18,59.0,14.2,11.3,-0.9,0.2,average
928,Langston Galloway,2017-18,58.0,14.9,12.2,0.1,0.5,average
929,Manu Ginóbili,2017-18,65.0,20.0,12.9,-1.3,0.2,average
930,Jerian Grant,2017-18,74.0,22.8,14.3,-1.3,0.3,average
931,JaMychal Green,2017-18,55.0,28.0,14.0,-2.3,-0.1,average
932,Jeff Green,2017-18,78.0,23.4,14.8,-1.8,0.1,average
933,Devin Harris,2017-18,71.0,18.9,13.0,-1.8,0.1,average
934,Andrew Harrison,2017-18,56.0,23.7,12.7,-1.5,0.2,average
935,Josh Hart,2017-18,63.0,23.2,12.2,-0.1,0.7,average
936,Mario Hezonja,2017-18,75.0,22.1,13.7,-0.5,0.6,average
937,Justin Holiday,2017-18,72.0,31.5,10.8,-1.9,0.0,average
938,Andre Iguodala,2017-18,64.0,25.3,11.2,-0.3,0.7,average
939,Jonas Jerebko,2017-18,74.0,15.3,13.2,0.1,0.6,average
940,Wesley Johnson,2017-18,74.0,20.1,9.8,-0.7,0.5,average
941,Cory Joseph,2017-18,82.0,27.0,11.0,-1.5,0.3,average
942,Luke Kennard,2017-18,73.0,20.0,12.1,-0.8,0.5,average
943,Michael Kidd-Gilchrist,2017-18,74.0,25.0,12.5,-2.1,-0.1,average
944,Maxi Kleber,2017-18,72.0,16.8,13.4,-0.5,0.5,average
945,Skal Labissière,2017-18,60.0,20.7,14.3,-2.7,-0.2,average
946,Shane Larkin,2017-18,54.0,14.4,10.3,-1.7,0.1,average
947,Kevon Looney,2017-18,66.0,13.8,14.8,-0.2,0.4,average
948,Robin Lopez,2017-18,64.0,26.4,14.7,-2.2,-0.1,average
949,Shelvin Mack,2017-18,69.0,19.8,13.3,-1.4,0.2,average
950,Frank Mason III,2017-18,52.0,18.9,13.0,-2.3,-0.1,average
951,Luc Mbah a Moute,2017-18,61.0,25.6,10.3,-0.2,0.7,average
952,Doug McDermott,2017-18,81.0,21.8,10.4,-2.2,-0.1,average
953,Jodie Meeks,2017-18,77.0,14.5,12.4,-1.1,0.3,average
954,C.J. Miles,2017-18,70.0,19.1,13.0,0.3,0.8,average
955,Darius Miller,2017-18,82.0,23.7,9.3,-1.9,0.1,average
956,Patty Mills,2017-18,82.0,25.7,11.8,-1.0,0.5,average
957,E'Twaun Moore,2017-18,82.0,31.5,12.1,-1.6,0.3,average
958,Eric Moreland,2017-18,67.0,12.0,13.9,0.5,0.5,average
959,Markieff Morris,2017-18,73.0,27.0,13.2,-1.3,0.4,average
960,David Nwaba,2017-18,70.0,23.5,12.2,-2.5,-0.2,average
961,Royce O'Neale,2017-18,69.0,16.7,10.8,-0.2,0.5,average
962,Kelly Oubre Jr.,2017-18,81.0,27.5,11.9,-1.7,0.2,average
963,Zaza Pachulia,2017-18,69.0,14.1,17.0,0.0,0.5,average
964,Patrick Patterson,2017-18,82.0,15.5,10.0,-0.2,0.6,average
965,Andre Roberson,2017-18,39.0,26.6,10.9,-0.1,0.5,average
966,D'Angelo Russell,2017-18,48.0,25.7,15.2,-1.2,0.3,average
967,Mike Scott,2017-18,76.0,18.5,13.6,-1.7,0.1,average
968,Marcus Smart,2017-18,54.0,29.9,10.8,-1.2,0.3,average
969,Dennis Smith Jr.,2017-18,69.0,29.7,12.8,-2.4,-0.2,average
970,Lance Stephenson,2017-18,82.0,22.6,12.4,-1.8,0.1,average
971,Miloš Teodosić,2017-18,45.0,25.2,11.6,-1.7,0.1,average
972,P.J. Tucker,2017-18,82.0,27.8,8.3,-1.1,0.5,average
973,Denzel Valentine,2017-18,77.0,27.2,12.1,-1.0,0.5,average
974,Noah Vonleh,2017-18,54.0,16.2,12.8,-1.3,0.2,average
975,Dwyane Wade,2017-18,67.0,22.9,15.0,-1.0,0.4,average
976,Andrew Wiggins,2017-18,82.0,36.3,13.0,-2.4,-0.3,average
977,Justise Winslow,2017-18,68.0,24.7,11.5,-1.1,0.4,average
978,Tyler Zeller,2017-18,66.0,16.8,16.0,-1.4,0.2,average
979,Ryan Arcidiacono,2018-19,81.0,24.2,11.6,-1.9,0.1,average
980,Will Barton,2018-19,43.0,27.7,11.0,-1.8,0.0,average
981,Kent Bazemore,2018-19,67.0,24.5,11.9,-2.3,-0.1,average
982,Marco Belinelli,2018-19,79.0,23.0,11.9,-1.7,0.1,average
983,Jordan Bell,2018-19,68.0,11.6,12.9,-0.9,0.2,average
984,DeAndre' Bembry,2018-19,82.0,23.5,10.8,-2.4,-0.2,average
985,Bismack Biyombo,2018-19,54.0,14.5,14.4,-2.5,-0.1,average
986,Mikal Bridges,2018-19,82.0,29.5,10.8,-1.6,0.3,average
987,Miles Bridges,2018-19,80.0,21.2,13.1,-0.8,0.5,average
988,Jaylen Brown,2018-19,74.0,25.9,13.5,-2.1,0.0,average
989,Sterling Brown,2018-19,58.0,17.8,10.9,-1.5,0.1,average
990,Jalen Brunson,2018-19,73.0,21.8,12.8,-1.7,0.1,average
991,Reggie Bullock,2018-19,63.0,29.8,10.5,-1.1,0.4,average
992,Alec Burks,2018-19,64.0,21.5,12.7,-1.2,0.3,average
993,DeMarre Carroll,2018-19,67.0,25.4,12.1,-1.5,0.2,average
994,Vince Carter,2018-19,76.0,17.5,11.8,-0.7,0.5,average
995,Wendell Carter Jr.,2018-19,44.0,25.2,15.2,-1.6,0.1,average
996,Tyson Chandler,2018-19,55.0,15.9,11.2,-2.1,0.0,average
997,Gary Clark,2018-19,51.0,12.6,9.2,-0.7,0.2,average
998,Zach Collins,2018-19,77.0,17.6,13.5,-1.2,0.3,average
999,Quinn Cook,2018-19,74.0,14.3,13.1,-2.1,0.0,average
1000,Torrey Craig,2018-19,75.0,20.0,10.4,-1.9,0.0,average
1001,Dante Cunningham,2018-19,64.0,14.5,10.2,-0.6,0.3,average
1002,Seth Curry,2018-19,74.0,18.9,11.4,-1.0,0.3,average
1003,Cheick Diallo,2018-19,64.0,14.0,17.5,-0.9,0.2,average
1004,Goran Dragić,2018-19,36.0,27.5,13.9,-1.1,0.2,average
1005,Kris Dunn,2018-19,46.0,30.2,12.4,-2.7,-0.2,average
1006,Wayne Ellington,2018-19,53.0,24.5,11.8,0.0,0.7,average
1007,James Ennis III,2018-19,58.0,21.2,11.0,-1.5,0.1,average
1008,Yogi Ferrell,2018-19,71.0,15.0,12.7,-1.4,0.2,average
1009,Dorian Finney-Smith,2018-19,81.0,24.5,11.0,-1.4,0.3,average
1010,Bryn Forbes,2018-19,82.0,28.0,12.0,-1.2,0.5,average
1011,Evan Fournier,2018-19,81.0,31.5,12.3,-2.4,-0.3,average
1012,Tim Frazier,2018-19,59.0,19.0,11.7,-1.8,0.1,average
1013,Langston Galloway,2018-19,80.0,21.8,10.7,-1.5,0.2,average
1014,Eric Gordon,2018-19,68.0,31.7,12.2,-1.3,0.4,average
1015,Jerian Grant,2018-19,60.0,15.7,10.8,-1.6,0.1,average
1016,Gerald Green,2018-19,73.0,20.2,11.4,-1.7,0.1,average
1017,JaMychal Green,2018-19,65.0,21.1,14.7,-1.7,0.1,average
1018,Jeff Green,2018-19,77.0,27.2,13.6,-1.4,0.3,average
1019,Tim Hardaway Jr.,2018-19,65.0,31.6,13.6,-2.0,0.0,average
1020,Gary Harris,2018-19,57.0,28.8,12.2,-1.6,0.2,average
1021,Shaquille Harrison,2018-19,73.0,19.6,12.4,-1.3,0.2,average
1022,Josh Hart,2018-19,67.0,25.6,9.3,-1.3,0.3,average
1023,Juancho Hernangómez,2018-19,70.0,19.4,11.0,-1.1,0.3,average
1024,George Hill,2018-19,60.0,21.7,12.1,-1.4,0.2,average
1025,Justin Holiday,2018-19,82.0,31.8,10.0,-1.8,0.1,average
1026,Rodney Hood,2018-19,72.0,26.3,12.3,-2.0,0.0,average
1027,Danuel House Jr.,2018-19,39.0,25.1,12.2,-0.5,0.4,average
1028,Ersan İlyasova,2018-19,67.0,18.4,11.6,-2.3,-0.1,average
1029,Brandon Ingram,2018-19,52.0,33.8,13.4,-2.0,0.0,average
1030,Justin Jackson,2018-19,81.0,19.9,11.3,-1.6,0.2,average
1031,Jonas Jerebko,2018-19,73.0,16.7,13.5,-0.7,0.4,average
1032,James Johnson,2018-19,55.0,21.2,10.9,-1.2,0.2,average
1033,Tyler Johnson,2018-19,57.0,26.8,12.4,-0.4,0.6,average
1034,Derrick Jones Jr.,2018-19,60.0,19.2,14.0,-0.5,0.4,average
1035,Tyus Jones,2018-19,68.0,22.9,13.7,-0.6,0.6,average
1036,Cory Joseph,2018-19,82.0,25.2,11.0,-0.4,0.9,average
1037,Luke Kennard,2018-19,63.0,22.8,11.9,-1.1,0.3,average
1038,Michael Kidd-Gilchrist,2018-19,64.0,18.4,13.3,-2.4,-0.1,average
1039,Kyle Korver,2018-19,70.0,19.1,11.2,-0.5,0.5,average
1040,Jake Layman,2018-19,71.0,18.7,13.5,-0.5,0.5,average
1041,Jeremy Lin,2018-19,74.0,19.4,13.5,-2.2,-0.1,average
1042,Shaun Livingston,2018-19,64.0,15.1,11.7,-1.0,0.2,average
1043,Robin Lopez,2018-19,74.0,21.7,15.9,-1.9,0.0,average
1044,Trey Lyles,2018-19,64.0,17.5,12.7,-2.4,-0.1,average
1045,Thon Maker,2018-19,64.0,15.2,11.3,-1.2,0.2,average
1046,Wesley Matthews,2018-19,69.0,30.3,10.3,-1.8,0.1,average
1047,T.J. McConnell,2018-19,76.0,19.3,13.4,-0.9,0.4,average
1048,Doug McDermott,2018-19,77.0,17.4,11.6,-1.4,0.2,average
1049,E'Twaun Moore,2018-19,53.0,27.6,11.5,-2.3,-0.1,average
1050,Emmanuel Mudiay,2018-19,59.0,27.2,14.6,-2.0,0.0,average
1051,Mike Muscala,2018-19,64.0,20.4,10.8,-1.1,0.3,average
1052,David Nwaba,2018-19,51.0,19.3,12.5,-2.1,0.0,average
1053,Royce O'Neale,2018-19,82.0,20.4,9.0,-0.5,0.6,average
1054,Zaza Pachulia,2018-19,68.0,12.9,13.7,-1.2,0.2,average
1055,Jabari Parker,2018-19,64.0,26.9,15.5,-1.5,0.2,average
1056,Tony Parker,2018-19,56.0,17.9,15.3,-2.6,-0.1,average
1057,Elfrid Payton,2018-19,42.0,29.8,14.0,-1.4,0.2,average
1058,Bobby Portis,2018-19,50.0,26.0,16.1,-2.4,-0.1,average
1059,Norman Powell,2018-19,60.0,18.8,13.3,-0.7,0.4,average
1060,Taurean Prince,2018-19,55.0,28.2,11.9,-2.0,0.0,average
1061,Rajon Rondo,2018-19,46.0,29.8,12.1,-1.5,0.2,average
1062,Dario Šarić,2018-19,81.0,25.0,13.1,-1.6,0.2,average
1063,Dennis Schröder,2018-19,79.0,29.3,12.7,-2.0,0.0,average
1064,Landry Shamet,2018-19,79.0,22.8,11.0,-1.6,0.2,average
1065,Iman Shumpert,2018-19,62.0,23.9,9.1,-1.9,0.0,average
1066,Dennis Smith Jr.,2018-19,53.0,28.5,12.3,-1.9,0.0,average
1067,Ish Smith,2018-19,56.0,22.3,11.8,-2.0,0.0,average
1068,Tony Snell,2018-19,74.0,17.6,10.7,-0.7,0.4,average
1069,Nik Stauskas,2018-19,68.0,14.9,10.9,-1.9,0.0,average
1070,Lance Stephenson,2018-19,68.0,16.5,11.8,-1.5,0.1,average
1071,Evan Turner,2018-19,73.0,22.0,11.6,-1.3,0.3,average
1072,Dion Waiters,2018-19,44.0,25.9,11.4,-1.1,0.3,average
1073,Ante Žižić,2018-19,59.0,18.3,16.2,-3.2,-0.3,average
1074,Trevor Ariza,2019-20,53.0,28.2,11.0,-0.5,0.6,average
1075,D.J. Augustin,2019-20,57.0,24.9,14.0,-1.6,0.2,average
1076,Darius Bazley,2019-20,61.0,18.5,9.6,-1.6,0.1,average
1077,Malik Beasley,2019-20,55.0,22.0,12.7,-2.1,0.0,average
1078,Bismack Biyombo,2019-20,53.0,19.4,16.1,-2.5,-0.1,average
1079,Miles Bridges,2019-20,65.0,30.7,12.1,-2.5,-0.3,average
1080,Bruce Brown,2019-20,58.0,28.2,11.9,-1.2,0.3,average
1081,Troy Brown Jr.,2019-20,69.0,25.8,13.7,-1.2,0.3,average
1082,Jalen Brunson,2019-20,57.0,17.9,14.9,-0.9,0.3,average
1083,Kentavious Caldwell-Pope,2019-20,69.0,25.5,11.0,-0.8,0.5,average
1084,Jevon Carter,2019-20,58.0,16.3,11.3,0.6,0.6,average
1085,Wendell Carter Jr.,2019-20,43.0,29.2,15.5,-2.4,-0.1,average
1086,Alex Caruso,2019-20,64.0,18.4,10.8,-0.2,0.5,average
1087,Pat Connaughton,2019-20,67.0,18.6,11.5,0.6,0.8,average
1088,Damyean Dotson,2019-20,48.0,17.4,10.9,-1.4,0.1,average
1089,Kris Dunn,2019-20,51.0,24.9,12.1,-0.6,0.4,average
1090,Markelle Fultz,2019-20,72.0,27.7,14.3,-1.8,0.1,average
1091,Langston Galloway,2019-20,66.0,25.8,12.3,-0.8,0.5,average
1092,Rudy Gay,2019-20,67.0,21.8,15.4,-0.8,0.4,average
1093,Taj Gibson,2019-20,62.0,16.5,16.1,-1.1,0.2,average
1094,JaMychal Green,2019-20,63.0,20.7,11.1,-0.5,0.5,average
1095,Maurice Harkless,2019-20,62.0,23.0,9.8,-0.7,0.5,average
1096,Josh Hart,2019-20,65.0,27.0,11.9,-0.7,0.6,average
1097,Tyler Herro,2019-20,55.0,27.4,12.5,-1.6,0.1,average
1098,Solomon Hill,2019-20,59.0,18.4,9.8,-1.7,0.1,average
1099,Aaron Holiday,2019-20,66.0,24.5,11.6,-1.6,0.2,average
1100,Kevin Huerter,2019-20,56.0,31.4,11.5,-1.6,0.2,average
1101,Ersan İlyasova,2019-20,63.0,15.7,14.9,0.4,0.6,average
1102,Cameron Johnson,2019-20,57.0,22.0,12.9,0.3,0.7,average
1103,Damian Jones,2019-20,55.0,16.1,15.6,-1.5,0.1,average
1104,Cory Joseph,2019-20,72.0,24.4,10.1,-2.0,0.0,average
1105,Furkan Korkmaz,2019-20,72.0,21.7,12.0,-1.3,0.3,average
1106,Kyle Korver,2019-20,58.0,16.6,11.3,0.1,0.5,average
1107,Kyle Kuzma,2019-20,61.0,25.0,12.2,-2.6,-0.2,average
1108,Damion Lee,2019-20,49.0,29.0,12.7,-2.3,-0.1,average
1109,Meyers Leonard,2019-20,51.0,20.3,10.6,-0.9,0.3,average
1110,Trey Lyles,2019-20,63.0,20.2,12.6,-1.2,0.3,average
1111,Thon Maker,2019-20,60.0,12.9,13.7,-1.4,0.1,average
1112,Wesley Matthews,2019-20,67.0,24.4,8.1,-1.8,0.1,average
1113,Ben McLemore,2019-20,71.0,22.8,11.8,-0.5,0.6,average
1114,Nicolò Melli,2019-20,60.0,17.4,11.4,-1.3,0.2,average
1115,De'Anthony Melton,2019-20,60.0,19.5,13.5,-0.2,0.5,average
1116,Malik Monk,2019-20,55.0,21.3,12.6,-2.3,-0.1,average
1117,Markieff Morris,2019-20,58.0,20.5,12.5,-2.0,0.0,average
1118,Emmanuel Mudiay,2019-20,54.0,15.7,13.0,-1.9,0.0,average
1119,Svi Mykhailiuk,2019-20,56.0,22.6,11.2,-1.9,0.0,average
1120,Abdel Nader,2019-20,55.0,15.8,11.3,-1.0,0.2,average
1121,Shabazz Napier,2019-20,56.0,24.0,13.8,-1.1,0.3,average
1122,Georges Niang,2019-20,66.0,14.0,11.7,-0.1,0.4,average
1123,Kendrick Nunn,2019-20,67.0,29.3,12.9,-2.3,-0.1,average
1124,Josh Okogie,2019-20,62.0,25.0,11.5,-2.4,-0.2,average
1125,Eric Paschall,2019-20,60.0,27.6,14.5,-2.7,-0.3,average
1126,Patrick Patterson,2019-20,59.0,13.2,11.5,0.3,0.5,average
1127,Bobby Portis,2019-20,66.0,21.1,14.6,-1.1,0.3,average
1128,Josh Richardson,2019-20,55.0,30.8,12.0,-1.8,0.1,average
1129,Glenn Robinson III,2019-20,62.0,28.8,13.3,-1.7,0.1,average
1130,Rajon Rondo,2019-20,48.0,20.5,12.4,-1.4,0.2,average
1131,Mike Scott,2019-20,68.0,17.8,11.2,-1.8,0.1,average
